fid,REFUOID,JAHR,MONAT,WOCHENTAG,U_GEMNR2,U_GEMNAME,U_GEBIET,U_GEBIET_T,U_LICHT,U_LICHT_T,U_UNF_TYP,U_UNF_TYP_T,UHRZEIT,BETEILIGUNG
"37023",6094778517,"2019","8",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,6 bis 9 Uhr,"Fahrrad, Pkw"
"15322",6094635787,"2015","8",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,6 bis 9 Uhr,"Lkw, Schienenfahrzeug"
"2596",6094546129,"2013","6",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"191",Sonstige Unf�lle im Richtungsverkehr,15 bis 18 Uhr,"Pkw, Sonstige"
"10908",6094594761,"2014","11",Thu,"91501",Wien,"1",Ortsgebiet,,,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"36477",6094776299,"2019","7",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw"
"32308",6094750135,"2018","9",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"221",Abkommen rechts d. entgegenkomm. Fahrzeug - auf der Geraden (ohne Kollision),12 bis 15 Uhr,"Fahrrad, Sonstige"
"22813",6094682921,"2016","11",Sat,"91501",Wien,"1",Ortsgebiet,,,"123",Wechseln des Fahrstreifens mit und ohne Kollision - nach links,15 bis 18 Uhr,"Pkw, Pkw, Schienenfahrzeug"
"23570",6094696975,"2017","1",Tue,"91501",Wien,"1",Ortsgebiet,,,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,18 bis 24 Uhr,"Pkw, Pkw"
"23508",6094690625,"2017","1",Sun,"91501",Wien,"1",Ortsgebiet,,,"852",Fu�g�nger auf Fahrbahn - von links,0 bis 6 Uhr,"Fussgaenger:in, Pkw"
"41179",6094808025,"2020","7",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Fahrrad, Pkw"
"42382",6094813135,"2020","9",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"873","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"42613",6094820011,"2020","10",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"181",Kollision durch Einordnen - von rechts,6 bis 9 Uhr,"Fahrrad, Lkw"
"42639",6094820548,"2020","10",Thu,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,18 bis 24 Uhr,"Pkw, Pkw"
"45541",6094844252,"2021","7",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"E-Bike, Pkw"
"46563",6094846329,"2021","9",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Fahrrad, Pkw"
"47536",6094855470,"2021","11",Fri,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"48340",6094857536,"2022","1",Sat,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"48824",6094860980,"2022","3",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"622",Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug,18 bis 24 Uhr,"Fahrrad, Pkw"
"51157",6094876081,"2022","8",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Fahrrad, Pkw"
"51919",6094880618,"2022","9",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fussgaenger:in, Motorrad"
"56438",6094916444,"2023","8",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"151",Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,12 bis 15 Uhr,"Lkw, Motorrad"
"57001",6094917681,"2023","9",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,12 bis 15 Uhr,"Pkw, Schienenfahrzeug"
"58575",6094925331,"2023","12",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"58960",6094927906,"2024","2",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"E-Scooter, Pkw"
"55172",6094899037,"2023","5",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"622",Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"5298",6094564189,"2013","11",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"882",Fu�g�nger neben der Fahrbahn - links neben der Fahrbahn,9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"45357",6094845922,"2021","6",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fussgaenger:in, Schienenfahrzeug"
"36191",6094772787,"2019","6",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"331",Kollision beim Umkehren - gleiche Richtung - auf Kreuzungen,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"42387",6094814476,"2020","9",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"52",Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug,15 bis 18 Uhr,Schienenfahrzeug
"18588",6094650187,"2016","3",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",12 bis 15 Uhr,"Fussgaenger:in, Pkw"
"40671",6094812964,"2020","6",Thu,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"813","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von links",18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"44461",6094833369,"2021","5",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Motorrad, Pkw"
"52888",6094887104,"2022","11",Fri,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,15 bis 18 Uhr,"Pkw, Pkw"
"20326",6094661030,"2016","7",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"191",Sonstige Unf�lle im Richtungsverkehr,12 bis 15 Uhr,"Motorfahrrad, Pkw"
"10126",6094592493,"2014","9",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,15 bis 18 Uhr,"Motorrad, Pkw"
"26148",6094701787,"2017","7",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fussgaenger:in, Motorfahrrad"
"41978",6094814588,"2020","9",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",6 bis 9 Uhr,"Fussgaenger:in, Pkw"
"21233",6094675391,"2016","8",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"11",Abkommen rechts - auf der Geraden,15 bis 18 Uhr,Sonstige
"42734",6094820523,"2020","10",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Fahrrad, Pkw"
"971",6094537365,"2013","3",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",12 bis 15 Uhr,"Fussgaenger:in, Sonstige"
"36637",6094777087,"2019","7",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"50463",6094872527,"2022","6",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"151",Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug,9 bis 12 Uhr,"Fahrrad, Pkw"
"504",6094553465,"2013","2",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"321",Kollision beim Linksabbiegen - Auffahren auf Linksabbieger,12 bis 15 Uhr,"Pkw, Schienenfahrzeug"
"50746",6094875839,"2022","7",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Fahrrad, Pkw"
"51401",6094876077,"2022","8",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"E-Bike, Pkw"
"37473",6094779705,"2019","9",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,6 bis 9 Uhr,Fahrrad
"26212",6094701873,"2017","7",Sun,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Pkw, Sonstige"
"23420",6094684420,"2017","1",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"191",Sonstige Unf�lle im Richtungsverkehr,9 bis 12 Uhr,"Lkw, Schienenfahrzeug"
"7833",6094600021,"2014","5",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,6 bis 9 Uhr,"Fussgaenger:in, Sonstige"
"1971",6094546242,"2013","5",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,9 bis 12 Uhr,"Pkw, Sonstige"
"46750",6094846332,"2021","9",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,6 bis 9 Uhr,"Fahrrad, Pkw"
"12125",6094619605,"2015","2",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,12 bis 15 Uhr,"Pkw, Pkw, Pkw"
"1248",6094553462,"2013","4",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,9 bis 12 Uhr,"Pkw, Pkw"
"40534",6094812974,"2020","6",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",18 bis 24 Uhr,"Fahrrad, Fussgaenger:in"
"57721",6094926412,"2023","10",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"313",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Rechtsabbieger,6 bis 9 Uhr,"Fahrrad, Pkw"
"61715",6094951151,"2024","7",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"321",Kollision beim Linksabbiegen - Auffahren auf Linksabbieger,6 bis 9 Uhr,"Fahrrad, Pkw"
"61860",6094950480,"2024","8",Sun,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,0 bis 6 Uhr,Fahrrad
"30538",6094741191,"2018","5",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,9 bis 12 Uhr,"Fahrrad, Lkw, Lkw"
"32574",6094736861,"2018","9",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,9 bis 12 Uhr,"Fahrrad, Lkw"
"32991",6094743003,"2018","10",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"711",Kollision mit haltenden oder parkenden Fahrzeugen - Fahrzeug h�lt oder parkt rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"7837",6094582505,"2014","5",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"462",Kollision beim Umkehren - entgegeng. Richtung - im Streckenbereich,15 bis 18 Uhr,"Motorrad, Pkw"
"14940",6094640852,"2015","7",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Pkw, Sonstige"
"23362",6094687146,"2017","1",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"824",beim Linksabbiegen - Fg.: gegen Ann�herungsrichtung,6 bis 9 Uhr,"Fussgaenger:in, Pkw"
"4490",6094566058,"2013","10",Sun,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,15 bis 18 Uhr,"Pkw, Pkw, Pkw"
"2849",6094555711,"2013","7",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Pkw, Sonstige"
"25639",6094699544,"2017","6",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"191",Sonstige Unf�lle im Richtungsverkehr,9 bis 12 Uhr,"Lkw, Schienenfahrzeug"
"31089",6094733601,"2018","6",Sun,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"11",Abkommen rechts - auf der Geraden,0 bis 6 Uhr,Pkw
"8784",6094587486,"2014","7",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"Lkw, Sonstige"
"29199",6094721532,"2018","2",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw"
"6951",6094604148,"2014","3",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"291",Sonstige Unf�lle im Begegnungsverkehr,12 bis 15 Uhr,"Motorrad, Pkw"
"12055",6094620221,"2015","2",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,12 bis 15 Uhr,"Pkw, Schienenfahrzeug"
"12231",6094627874,"2015","2",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,12 bis 15 Uhr,"Pkw, Pkw"
"4801",6094564159,"2013","10",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Pkw, Sonstige"
"36671",6094776375,"2019","7",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"123",Wechseln des Fahrstreifens mit und ohne Kollision - nach links,12 bis 15 Uhr,"Schienenfahrzeug, Sonstige"
"39662",6094811625,"2020","2",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"40442",6094801784,"2020","5",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"181",Kollision durch Einordnen - von rechts,15 bis 18 Uhr,"Fahrrad, Pkw"
"40757",6094802189,"2020","6",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,18 bis 24 Uhr,"Fahrrad, Pkw"
"41216",6094809369,"2020","7",Mon,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"611",Kollision beim Fahren in gleiche Zielrichtung - mit Rechtsabbieger,18 bis 24 Uhr,"Pkw, Pkw"
"45199",6094833246,"2021","6",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"181",Kollision durch Einordnen - von rechts,15 bis 18 Uhr,"Fahrrad, Pkw"
"46735",6094846513,"2021","9",Wed,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,18 bis 24 Uhr,"Fahrrad, Pkw"
"46857",6094857801,"2021","9",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,9 bis 12 Uhr,"Fahrrad, Fussgaenger:in"
"50153",6094871287,"2022","6",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"331",Kollision beim Umkehren - gleiche Richtung - auf Kreuzungen,9 bis 12 Uhr,"Pkw, Schienenfahrzeug"
"50858",6094881471,"2022","7",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,15 bis 18 Uhr,"Fahrrad, Lkw"
"51518",6094888374,"2022","8",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",18 bis 24 Uhr,"E-Bike, Fussgaenger:in"
"52333",6094887094,"2022","10",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"622",Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug,12 bis 15 Uhr,"E-Bike, Pkw"
"53788",6094898070,"2023","2",Thu,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"824",beim Linksabbiegen - Fg.: gegen Ann�herungsrichtung,15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"53912",6094930104,"2023","2",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"55447",6094901545,"2023","6",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw"
"58421",6094926457,"2023","12",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Schienenfahrzeug"
"41499",6094814510,"2020","8",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,9 bis 12 Uhr,"Fahrrad, Pkw"
"48582",6094857324,"2022","2",Thu,"91501",Wien,"1",Ortsgebiet,"3",D�mmerung,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Fahrrad, Pkw"
"16811",6094638060,"2015","11",Mon,"91501",Wien,"1",Ortsgebiet,,,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,18 bis 24 Uhr,"Pkw, Sonstige"
"38542",6094783526,"2019","11",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"883",Fu�g�nger quert Fahrbahn - beim R�ckw�rtsfahren,9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"9562",6094604126,"2014","8",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Lkw, Sonstige"
"9533",6094607378,"2014","8",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Pkw, Sonstige"
"44192",6094832865,"2021","4",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,9 bis 12 Uhr,"Fahrrad, Pkw"
"42104",6094811098,"2020","9",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"52",Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug,9 bis 12 Uhr,Schienenfahrzeug
"36815",6094776302,"2019","7",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,9 bis 12 Uhr,"Fahrrad, Pkw, Pkw"
"7265",6094575550,"2014","4",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"181",Kollision durch Einordnen - von rechts,9 bis 12 Uhr,"Motorrad, Pkw"
"25123",6094701739,"2017","5",Mon,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Pkw, Schienenfahrzeug"
"38491",6094792012,"2019","11",Sat,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"332",Kollision beim Umkehren - gleiche Richtung - im Streckenbereich,18 bis 24 Uhr,"Pkw, Schienenfahrzeug"
"31251",6094734050,"2018","6",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"40503",6094801786,"2020","5",Fri,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,18 bis 24 Uhr,"Fahrrad, Pkw"
"44613",6094845909,"2021","5",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",12 bis 15 Uhr,"Fahrrad, Fahrrad, Fussgaenger:in"
"34231",6094762817,"2019","1",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"Fahrrad, Pkw"
"26071",6094705732,"2017","7",Mon,"91501",Wien,"1",Ortsgebiet,"3",D�mmerung,"852",Fu�g�nger auf Fahrbahn - von links,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
"6433",6094582322,"2014","2",Thu,"91501",Wien,"1",Ortsgebiet,,,"52",Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug,18 bis 24 Uhr,Schienenfahrzeug
"39021",6094792004,"2019","12",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,6 bis 9 Uhr,"Fahrrad, Pkw"
"37025",6094778535,"2019","8",Fri,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,18 bis 24 Uhr,"Fahrrad, Pkw"
"48575",6094857880,"2022","2",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"121",Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts,6 bis 9 Uhr,"Fahrrad, Lkw"
"36111",6094772558,"2019","6",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"141",Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden,15 bis 18 Uhr,"Pkw, Pkw, Pkw"
"14402",6094624660,"2015","6",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"891",Sonstige Fu�g�ngerunf�lle - Sonstige,9 bis 12 Uhr,"Fussgaenger:in, Motorrad"
"38919",6094787432,"2019","12",Sat,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"711",Kollision mit haltenden oder parkenden Fahrzeugen - Fahrzeug h�lt oder parkt rechts,0 bis 6 Uhr,E-Bike
"41414",6094807914,"2020","7",Thu,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"Fahrrad, Pkw"
"19818",6094664792,"2016","6",Wed,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"Pkw, Sonstige"
"33980",6094757479,"2019","1",Tue,"91501",Wien,"1",Ortsgebiet,"4",Dunkelheit,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"22357",6094681743,"2016","10",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"323",Kollision beim Linksabbiegen - Linksabbieger mit Linksabbieger,12 bis 15 Uhr,"Motorfahrrad, Pkw"
"33844",6094756085,"2018","12",Fri,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,12 bis 15 Uhr,"Lkw, Pkw"
"14742",6094626109,"2015","7",Fri,"91501",Wien,"1",Ortsgebiet,,,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",18 bis 24 Uhr,"Fussgaenger:in, Schienenfahrzeug"
"8284",6094581194,"2014","6",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",0 bis 6 Uhr,"Fussgaenger:in, Fussgaenger:in, Pkw"
"38023",6094790725,"2019","10",Tue,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"161",Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug,12 bis 15 Uhr,"Pkw, Pkw, Pkw"
"50916",6094875903,"2022","7",Sat,"91501",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw, Pkw"
