REFUOID	U_WGS84X	U_WGS84Y	JAHR	MONAT	WOCHENTAG	U_GEMNR2	U_GEMNAME	U_GEBIET	U_GEBIET_T	U_LICHT	U_LICHT_T	U_UNF_TYP	U_UNF_TYP_T	UHRZEIT	BETEILIGUNG
6098072264	16,40529198	48,23753832	2023	9	Mon	92201	Wien	0	Freiland	4	Dunkelheit	121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	18 bis 24 Uhr	Motorrad, Pkw, Pkw
6098071488	16,3254322	48,19936478	2023	9	Wed	91501	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	E-Scooter, Lkw
6098073174	16,52347578	48,20610845	2023	9	Sat	92201	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Bus, Fahrrad
6098075353	16,41977211	48,16964167	2023	9	Mon	91101	Wien	1	Ortsgebiet	2	Tageslicht	881	Fuﬂg‰nger neben der Fahrbahn - rechts neben der Fahrbahn	9 bis 12 Uhr	Bus, Fussgaenger:in
6098072578	16,38240067	48,14619592	2023	9	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	451	Besonderer Gegenverkehr - z.B. Radwege, eigene Gleiskˆrper	12 bis 15 Uhr	E-Scooter, Lkw
6098068125	16,34525182	48,15518914	2023	9	Tue	91001	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	9 bis 12 Uhr	E-Scooter, Pkw
6098072708	16,35329264	48,22246377	2023	9	Mon	90901	Wien	1	Ortsgebiet	2	Tageslicht	121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	12 bis 15 Uhr	Motorrad, Pkw
6098075340	16,37757447	48,16862803	2023	9	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	18 bis 24 Uhr	E-Scooter, Fussgaenger:in
6098068104	16,33647537	48,21104521	2023	9	Mon	91601	Wien	1	Ortsgebiet	2	Tageslicht	052	Sturz vom oder im Fahrzeug - Sturz (Verletzung) im Fahrzeug	15 bis 18 Uhr	Schienenfahrzeug
6098071567	16,32429107	48,19861374	2023	9	Wed	91501	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Lkw, Pkw
6098069283	16,42344146	48,22655467	2023	9	Sat	92201	Wien	1	Ortsgebiet	2	Tageslicht	172	Kollision beim R¸ckw‰rtsfahren	12 bis 15 Uhr	E-Bike, Pkw
6098074003	16,46100658	48,14874342	2023	9	Wed	91101	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	9 bis 12 Uhr	E-Scooter, Fussgaenger:in
6098072375	16,37724811	48,17537389	2023	9	Sat	91001	Wien	1	Ortsgebiet	2	Tageslicht	112	Kollision beim ‹berholen - ‹berholen links	6 bis 9 Uhr	Fahrrad, Pkw
6098067928	16,33826221	48,19987019	2023	9	Sat	90701	Wien	1	Ortsgebiet	2	Tageslicht	951	Radfahrer - Kollision mit querendem Radfahrer	12 bis 15 Uhr	Fahrrad, Sonstige
6098066064	16,33504885	48,27724842	2023	9	Sun	91901	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	15 bis 18 Uhr	Fahrrad, Pkw
6098073128	16,35156752	48,18385391	2023	9	Thu	90501	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	9 bis 12 Uhr	Motorrad, Pkw
6098074012	16,42070645	48,23452529	2023	9	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	312	Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem	15 bis 18 Uhr	Fahrrad, Pkw
6098073010	16,35518063	48,18009803	2023	9	Sat	90501	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw, Pkw, Pkw
6098073109	16,34561196	48,18475861	2023	9	Thu	90501	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	12 bis 15 Uhr	Pkw, Pkw
6098073460	16,33446674	48,18423975	2023	9	Sun	91201	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw
6098067058	16,41816969	48,19282077	2023	9	Wed	90201	Wien	0	Freiland	2	Tageslicht	013	Abkommen rechts - in Linkskurve	15 bis 18 Uhr	Motorrad
6098074011	16,29107254	48,18508725	2023	9	Sun	91301	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6098075195	16,40637059	48,17475795	2023	9	Tue	91101	Wien	1	Ortsgebiet	2	Tageslicht	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	6 bis 9 Uhr	Fussgaenger:in, Motorrad
6098072209	16,38651028	48,25666732	2023	9	Wed	92101	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	18 bis 24 Uhr	Fahrrad, Fahrrad
6098073462	16,360228	48,13673172	2023	9	Tue	92301	Wien	1	Ortsgebiet	4	Dunkelheit	882	Fuﬂg‰nger neben der Fahrbahn - links neben der Fahrbahn	0 bis 6 Uhr	Fussgaenger:in, Sonstige
6098074019	16,3868926	48,23061125	2023	9	Thu	92001	Wien	1	Ortsgebiet	2	Tageslicht	311	Kollision beim Rechtsabbiegen - Auffahren auf Rechtsabbieger	15 bis 18 Uhr	Pkw, Pkw
6098071645	16,30574383	48,13659095	2023	9	Thu	92301	Wien	1	Ortsgebiet	4	Dunkelheit	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	18 bis 24 Uhr	Fussgaenger:in, Motorrad
6098071952	16,29954671	48,1926516	2023	9	Sun	91401	Wien	1	Ortsgebiet	4	Dunkelheit	633	Kollision beim Abbiegen - Rechtsabbieger mit Linksabbieger	18 bis 24 Uhr	Motorrad, Pkw
6098068198	16,38049219	48,14383261	2023	9	Wed	91001	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	15 bis 18 Uhr	Motorrad, Pkw
6098074016	16,41100186	48,20726007	2023	9	Sat	90201	Wien	1	Ortsgebiet	2	Tageslicht	921	Tierunf‰lle - Tier auf der Fahrbahn	9 bis 12 Uhr	Fahrrad, Fussgaenger:in
6098073124	16,28913901	48,18872664	2023	9	Wed	91301	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	12 bis 15 Uhr	E-Bike, Pkw
6098066077	16,34679935	48,2255686	2023	9	Tue	91801	Wien	1	Ortsgebiet	2	Tageslicht	741	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren links	9 bis 12 Uhr	Pkw, Schienenfahrzeug
6098072762	16,39617759	48,19616501	2023	9	Mon	90301	Wien	1	Ortsgebiet	2	Tageslicht	181	Kollision durch Einordnen - von rechts	15 bis 18 Uhr	Fahrrad, Pkw
6098073426	16,50219568	48,22512664	2023	9	Fri	92201	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	12 bis 15 Uhr	Motorrad, Pkw
6098075441	16,33233944	48,19942987	2023	9	Thu	91501	Wien	1	Ortsgebiet	2	Tageslicht	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	12 bis 15 Uhr	E-Bike, Fussgaenger:in, Fussgaenger:in
6098075311	16,36490741	48,18384571	2023	9	Sun	90501	Wien	1	Ortsgebiet	4	Dunkelheit	873	Fuﬂg‰nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite	0 bis 6 Uhr	Fussgaenger:in, Pkw
6098075422	16,32960533	48,19603447	2023	9	Fri	91501	Wien	1	Ortsgebiet	2	Tageslicht	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6098065971	16,33900871	48,2406067	2023	9	Mon	91901	Wien	1	Ortsgebiet	2	Tageslicht	311	Kollision beim Rechtsabbiegen - Auffahren auf Rechtsabbieger	15 bis 18 Uhr	Pkw, Pkw
6098075541	16,40826685	48,20869955	2023	9	Thu	90201	Wien	1	Ortsgebiet	4	Dunkelheit	873	Fuﬂg‰nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite	18 bis 24 Uhr	E-Scooter, Fussgaenger:in
6098075582	16,26686923	48,13688561	2023	9	Thu	92301	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	18 bis 24 Uhr	Fussgaenger:in, Motorrad
6098075585	16,45485195	48,20811963	2023	9	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	15 bis 18 Uhr	Fussgaenger:in, Pkw
6098072596	16,30163628	48,15390942	2023	9	Wed	92301	Wien	1	Ortsgebiet	4	Dunkelheit	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	18 bis 24 Uhr	Motorrad, Pkw
6098071313	16,31554247	48,16926405	2023	9	Wed	91201	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	9 bis 12 Uhr	Pkw, Pkw
6098072904	16,34407566	48,18546673	2023	9	Tue	91201	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	6 bis 9 Uhr	Fahrrad, Pkw
6098067962	16,35947871	48,20387944	2023	9	Mon	90701	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	9 bis 12 Uhr	Fahrrad, Lkw
6098074756	16,42462103	48,17968844	2023	9	Wed	91101	Wien	1	Ortsgebiet	2	Tageslicht	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	9 bis 12 Uhr	Fussgaenger:in, Pkw
6098071575	16,34422523	48,18047186	2023	9	Thu	91201	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Lkw, Pkw
6098065980	16,3114643	48,24075346	2023	9	Fri	91801	Wien	1	Ortsgebiet	2	Tageslicht	451	Besonderer Gegenverkehr - z.B. Radwege, eigene Gleiskˆrper	12 bis 15 Uhr	E-Bike, Sonstige
6098071618	16,31611982	48,18732582	2023	9	Fri	91501	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6098071758	16,36633277	48,22623342	2023	9	Thu	90901	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	15 bis 18 Uhr	E-Scooter, Fahrrad
6098075444	16,36426862	48,18281821	2023	9	Mon	90501	Wien	1	Ortsgebiet	4	Dunkelheit	811	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von rechts	0 bis 6 Uhr	Fussgaenger:in, Pkw
6098072974	16,35912154	48,17979111	2023	9	Fri	91001	Wien	1	Ortsgebiet	2	Tageslicht	242	Frontalkollision - in einer Kurve	12 bis 15 Uhr	Fahrrad, Fahrrad
6098072916	16,50204521	48,21578001	2023	9	Sun	92201	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	15 bis 18 Uhr	E-Bike, Sonstige
6098071606	16,32965761	48,19595866	2023	9	Tue	91501	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Motorrad, Pkw
6098067558	16,34256442	48,25470254	2023	9	Mon	91901	Wien	1	Ortsgebiet	2	Tageslicht	123	Wechseln des Fahrstreifens mit und ohne Kollision - nach links	9 bis 12 Uhr	Pkw, Pkw
6098072917	16,43721829	48,20766926	2023	9	Fri	92201	Wien	1	Ortsgebiet	2	Tageslicht	265	Frontal- oder Streifkollision beim ‹berholen - in Rechtskurve	12 bis 15 Uhr	Fahrrad, Fahrrad
6098072342	16,45483506	48,22455235	2023	9	Wed	92201	Wien	1	Ortsgebiet	2	Tageslicht	821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	9 bis 12 Uhr	Fussgaenger:in, Lkw
6098075404	16,2809329	48,19556985	2023	9	Fri	91401	Wien	1	Ortsgebiet	2	Tageslicht	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	12 bis 15 Uhr	Fussgaenger:in, Pkw
6098073467	16,51061541	48,21483983	2023	9	Mon	92201	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	9 bis 12 Uhr	Fahrrad, Fahrrad
6098080844	16,4097258	48,12070188	2023	9	Sat	91001	Wien	0	Freiland	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	6 bis 9 Uhr	Pkw, Pkw
6098071644	16,37650754	48,18438152	2023	9	Sun	91001	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	9 bis 12 Uhr	Fussgaenger:in, Pkw
6098072187	16,48941086	48,17864582	2023	9	Sun	92201	Wien	1	Ortsgebiet	2	Tageslicht	111	Kollision beim ‹berholen - ‹berholen rechts	15 bis 18 Uhr	Fahrrad, Fahrrad, Fahrrad
6098071714	16,33745624	48,20613587	2023	9	Fri	90701	Wien	1	Ortsgebiet	3	D‰mmerung	121	Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts	6 bis 9 Uhr	Lkw, Pkw
6098072265	16,3881921	48,25379274	2023	9	Fri	92101	Wien	0	Freiland	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw, Pkw
6098068027	16,39876051	48,19283185	2023	9	Mon	90301	Wien	1	Ortsgebiet	4	Dunkelheit	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	18 bis 24 Uhr	Fussgaenger:in, Pkw
6098072230	16,4089254	48,25468723	2023	9	Sun	92101	Wien	1	Ortsgebiet	2	Tageslicht	181	Kollision durch Einordnen - von rechts	12 bis 15 Uhr	Motorrad, Pkw
6098072008	16,22425675	48,20568943	2023	9	Mon	91401	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	9 bis 12 Uhr	Lkw, Pkw
6098072842	16,41335382	48,19165859	2023	9	Thu	90301	Wien	1	Ortsgebiet	2	Tageslicht	883	Fuﬂg‰nger quert Fahrbahn - beim R¸ckw‰rtsfahren	9 bis 12 Uhr	Fussgaenger:in, Pkw
6098072882	16,44399356	48,23367478	2023	9	Tue	92201	Wien	1	Ortsgebiet	2	Tageslicht	321	Kollision beim Linksabbiegen - Auffahren auf Linksabbieger	6 bis 9 Uhr	Pkw, Pkw
6098075357	16,30266342	48,200589	2023	9	Fri	91401	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	12 bis 15 Uhr	Fussgaenger:in, Motorrad
6098072443	16,44042132	48,26347503	2023	9	Mon	92101	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	12 bis 15 Uhr	Fussgaenger:in, Pkw
6098068131	16,32050414	48,13076279	2023	9	Mon	92301	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	15 bis 18 Uhr	Pkw, Pkw
6098074758	16,41637693	48,17435856	2023	9	Thu	91101	Wien	1	Ortsgebiet	2	Tageslicht	821	beim Rechtsabbiegen - Fg.: gleiche Ann‰herungsrichtung	9 bis 12 Uhr	Bus, Fussgaenger:in
6098067952	16,3169177	48,21333916	2023	9	Tue	91601	Wien	1	Ortsgebiet	2	Tageslicht	612	Kollision beim Fahren in gleiche Zielrichtung - mit Linksabbieger	12 bis 15 Uhr	Lkw, Schienenfahrzeug
6098071296	16,38155822	48,20306315	2023	9	Sat	90301	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Pkw, Pkw
6098071790	16,35489623	48,23191981	2023	9	Fri	90901	Wien	1	Ortsgebiet	4	Dunkelheit	881	Fuﬂg‰nger neben der Fahrbahn - rechts neben der Fahrbahn	18 bis 24 Uhr	Fussgaenger:in, Pkw
6098065988	16,369603	48,24744652	2023	9	Thu	91901	Wien	1	Ortsgebiet	4	Dunkelheit	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
6098072772	16,38745728	48,19991827	2023	9	Thu	90301	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	6 bis 9 Uhr	Lkw, Pkw
6098073458	16,38493185	48,24279953	2023	9	Sat	92001	Wien	1	Ortsgebiet	4	Dunkelheit	321	Kollision beim Linksabbiegen - Auffahren auf Linksabbieger	18 bis 24 Uhr	Pkw, Pkw
6098072151	16,51066643	48,21663429	2023	9	Tue	92201	Wien	1	Ortsgebiet	3	D‰mmerung	622	Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug	18 bis 24 Uhr	Bus, Pkw
6098071628	16,37071834	48,19331877	2023	9	Mon	90401	Wien	1	Ortsgebiet	2	Tageslicht	741	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren links	12 bis 15 Uhr	Fahrrad, Pkw
6098077964	16,4522913	48,24861957	2023	9	Tue	92201	Wien	1	Ortsgebiet	2	Tageslicht	890	Sonstige Fuﬂg‰ngerunf‰lle - Straﬂenaufsichts- oder Erhaltungsorgane	15 bis 18 Uhr	Fussgaenger:in, Pkw
6098073096	16,41627317	48,21515199	2023	9	Thu	90201	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	9 bis 12 Uhr	Motorrad, Pkw
6098072783	16,39394132	48,20965967	2023	9	Wed	90301	Wien	1	Ortsgebiet	3	D‰mmerung	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	0 bis 6 Uhr	E-Scooter, Pkw
6098072047	16,3664412	48,21434186	2023	9	Thu	90101	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	15 bis 18 Uhr	E-Scooter, Fahrrad
6098068022	16,45073075	48,27020918	2023	9	Tue	92101	Wien	1	Ortsgebiet	3	D‰mmerung	852	Fuﬂg‰nger auf Fahrbahn - von links	18 bis 24 Uhr	Fussgaenger:in, Pkw
6098072373	16,37385984	48,17927016	2023	9	Mon	91001	Wien	1	Ortsgebiet	2	Tageslicht	611	Kollision beim Fahren in gleiche Zielrichtung - mit Rechtsabbieger	6 bis 9 Uhr	Motorrad, Pkw
6098072365	16,38670773	48,15932346	2023	9	Sat	91001	Wien	1	Ortsgebiet	4	Dunkelheit	711	Kollision mit haltenden oder parkenden Fahrzeugen - Fahrzeug h‰lt oder parkt rechts	0 bis 6 Uhr	E-Bike, Pkw
6098072173	16,44637095	48,25344702	2023	9	Tue	92201	Wien	1	Ortsgebiet	2	Tageslicht	241	Frontalkollision - auf der Geraden	9 bis 12 Uhr	E-Scooter, E-Scooter, Pkw
6098072998	16,3631018	48,20162171	2023	9	Fri	90601	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	12 bis 15 Uhr	Motorrad, Pkw
6098073181	16,40098618	48,17502458	2023	9	Wed	91101	Wien	1	Ortsgebiet	2	Tageslicht	741	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren links	9 bis 12 Uhr	E-Bike, Lkw
6098073044	16,44770046	48,27190238	2023	9	Fri	92101	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	18 bis 24 Uhr	E-Scooter, Lkw
6098071906	16,32932748	48,21844778	2023	9	Wed	91701	Wien	1	Ortsgebiet	2	Tageslicht	741	Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent¸re Vorbeifahren links	9 bis 12 Uhr	E-Scooter, Pkw
6098067853	16,37357247	48,27024392	2023	9	Mon	92101	Wien	1	Ortsgebiet	2	Tageslicht	131	Auffahren auf fahrendes Fahrzeug - auf der Geraden	15 bis 18 Uhr	Fahrrad, Fahrrad
6098071405	16,31470129	48,19395215	2023	9	Mon	91401	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	9 bis 12 Uhr	Lkw, Motorrad
6098072720	16,36157835	48,17052416	2023	9	Mon	91001	Wien	1	Ortsgebiet	2	Tageslicht	814	Fahrzeug biegt nicht ab - nach Querstraﬂe, Fuﬂg‰nger von links	9 bis 12 Uhr	Fussgaenger:in, Motorrad
6098073161	16,45278151	48,26049145	2023	9	Thu	92201	Wien	1	Ortsgebiet	2	Tageslicht	951	Radfahrer - Kollision mit querendem Radfahrer	18 bis 24 Uhr	E-Bike, Pkw
6098072920	16,29787935	48,13002922	2023	9	Sat	92301	Wien	1	Ortsgebiet	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	12 bis 15 Uhr	Pkw, Pkw
6098072855	16,37195964	48,21131243	2023	9	Wed	90101	Wien	1	Ortsgebiet	2	Tageslicht	813	Fahrzeug biegt nicht ab - vor Querstraﬂe, Fuﬂg‰nger von links	6 bis 9 Uhr	Fahrrad, Fussgaenger:in
6098072907	16,25449045	48,1990448	2023	9	Fri	91301	Wien	1	Ortsgebiet	2	Tageslicht	511	Rechtwinkelige Kollisionen - Kollision auf der Kreuzung	6 bis 9 Uhr	Pkw, Pkw
6098073843	16,3348859	48,15879308	2023	9	Wed	91201	Wien	1	Ortsgebiet	2	Tageslicht	621	Kollision beim Entgegenkommen - Rechtsabbieger m. entgegenkomm. Fahrzeug	6 bis 9 Uhr	Fahrrad, Pkw
6098075312	16,43446046	48,24179978	2023	9	Sat	92201	Wien	1	Ortsgebiet	2	Tageslicht	151	Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug	15 bis 18 Uhr	Fussgaenger:in, Fussgaenger:in, Pkw, Pkw, Pkw, Pkw
6098071555	16,32002893	48,18607164	2023	9	Tue	91501	Wien	1	Ortsgebiet	2	Tageslicht	241	Frontalkollision - auf der Geraden	6 bis 9 Uhr	Fahrrad, Fahrrad
6098073111	16,30649455	48,14094462	2023	9	Thu	92301	Wien	1	Ortsgebiet	2	Tageslicht	151	Auffahren im Kreuzungsbereich - auf fahrendes Fahrzeug	12 bis 15 Uhr	Motorrad, Pkw
6098075205	16,30796042	48,22625586	2023	9	Mon	91701	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	6 bis 9 Uhr	Fussgaenger:in, Pkw
6098073184	16,3416582	48,17983747	2023	9	Thu	91201	Wien	1	Ortsgebiet	2	Tageslicht	622	Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug	15 bis 18 Uhr	Motorrad, Pkw
6098071612	16,28629548	48,19465529	2023	9	Fri	91401	Wien	1	Ortsgebiet	2	Tageslicht	411	Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen	15 bis 18 Uhr	Pkw, Pkw
6098068296	16,4794197	48,25136853	2023	9	Wed	92201	Wien	1	Ortsgebiet	2	Tageslicht	852	Fuﬂg‰nger auf Fahrbahn - von links	9 bis 12 Uhr	E-Scooter, Fussgaenger:in
6098068230	16,3301242	48,21819884	2023	9	Tue	91701	Wien	1	Ortsgebiet	2	Tageslicht	991	Sonstige Unf‰lle mit zwei oder mehreren Beteiligten	9 bis 12 Uhr	E-Scooter, Motorrad
6098073474	16,36551701	48,17551113	2023	9	Sat	91001	Wien	1	Ortsgebiet	2	Tageslicht	264	Frontal- oder Streifkollision beim ‹berholen - auf der Geraden	15 bis 18 Uhr	Pkw, Pkw, Pkw
6098074749	16,2739812	48,19235847	2023	9	Wed	91301	Wien	1	Ortsgebiet	2	Tageslicht	824	beim Linksabbiegen - Fg.: gegen Ann‰herungsrichtung	6 bis 9 Uhr	Fussgaenger:in, Pkw
6098071289	16,40662931	48,17503746	2023	9	Wed	91101	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	12 bis 15 Uhr	Motorfahrrad, Pkw
6098068312	16,31900009	48,21028794	2023	9	Wed	91601	Wien	1	Ortsgebiet	2	Tageslicht	231	Streifkollision - auf der Geraden	15 bis 18 Uhr	E-Scooter, Fahrrad
6098073123	16,31897323	48,21028794	2023	9	Mon	91601	Wien	1	Ortsgebiet	2	Tageslicht	951	Radfahrer - Kollision mit querendem Radfahrer	15 bis 18 Uhr	Fahrrad, Fahrrad
6098072394	16,3682266	48,24436646	2023	9	Tue	92001	Wien	1	Ortsgebiet	2	Tageslicht	161	Auffahren im Kreuzungsbereich - auf stehendes Fahrzeug	15 bis 18 Uhr	Motorrad, Pkw
6098072837	16,2814152	48,19554327	2023	9	Fri	91401	Wien	1	Ortsgebiet	2	Tageslicht	311	Kollision beim Rechtsabbiegen - Auffahren auf Rechtsabbieger	15 bis 18 Uhr	Pkw, Pkw, Schienenfahrzeug
6098073503	16,44211878	48,25015169	2023	9	Fri	92201	Wien	1	Ortsgebiet	2	Tageslicht	051	Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug	6 bis 9 Uhr	Motorrad
6098072274	16,40235863	48,27167739	2023	9	Tue	92101	Wien	1	Ortsgebiet	2	Tageslicht	948	Aus- oder Einfahrt - Kollision bei Haus-, Grundst¸cks-, Ein- oder Ausfahrt	15 bis 18 Uhr	E-Scooter, Pkw
6098075423	16,29060416	48,19460331	2023	9	Tue	91401	Wien	1	Ortsgebiet	2	Tageslicht	851	Fuﬂg‰nger auf Fahrbahn - von rechts	9 bis 12 Uhr	Fussgaenger:in, Pkw
6098075402	16,36216279	48,19674698	2023	9	Wed	90401	Wien	1	Ortsgebiet	2	Tageslicht	890	Sonstige Fuﬂg‰ngerunf‰lle - Straﬂenaufsichts- oder Erhaltungsorgane	9 bis 12 Uhr	Fahrrad, Fussgaenger:in
6098067929	16,35048541	48,22405657	2023	9	Tue	90901	Wien	1	Ortsgebiet	2	Tageslicht	311	Kollision beim Rechtsabbiegen - Auffahren auf Rechtsabbieger	15 bis 18 Uhr	Fahrrad, Sonstige
6098068159	16,40827349	48,18735265	2023	9	Fri	90301	Wien	0	Freiland	2	Tageslicht	141	Auffahren auf verkehrsb. stehendes fahrzeug - auf der Geraden	18 bis 24 Uhr	Pkw, Pkw
